1/1/20 17:00,1.08416,1.08416,1.08406,1.08414
1/1/20 17:01,1.08414,1.08415,1.08411,1.08413
1/1/20 17:02,1.08413,1.08421,1.08413,1.08419
1/1/20 17:03,1.08418,1.08424,1.08418,1.08419
1/1/20 17:04,1.08419,1.08423,1.08418,1.08423
1/1/20 17:05,1.08423,1.08423,1.08419,1.08419
1/1/20 17:06,1.08419,1.08419,1.08409,1.08409
1/1/20 17:07,1.08409,1.08412,1.084,1.08409
1/1/20 17:08,1.08411,1.08412,1.08408,1.08409
1/1/20 17:09,1.08408,1.08408,1.08395,1.08401
1/1/20 17:10,1.084,1.08409,1.08399,1.08402
1/1/20 17:11,1.08401,1.08403,1.08388,1.08388
1/1/20 17:12,1.08388,1.08389,1.08384,1.08389
1/1/20 17:13,1.08388,1.08399,1.08388,1.08396
1/1/20 17:14,1.08395,1.08398,1.08395,1.08398
1/1/20 17:15,1.08396,1.08396,1.08391,1.08392
1/1/20 17:16,1.08391,1.08393,1.08387,1.08391
1/1/20 17:17,1.0839,1.08394,1.08388,1.08393
1/1/20 17:18,1.08393,1.08394,1.08389,1.08392
1/1/20 17:19,1.0839,1.0839,1.08388,1.08388
